,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
237,0.34908072153727215,0.0039034038130566816,0.009002447128295898,3.888489348959944e-06,8,sqrt,8,10,100,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.725843483527934,0.7361835924647008,0.7413531830079109,0.7344600863335152,0.0064480255131822576,118
238,0.6904741923014323,0.007209117252828833,0.015690406163533527,0.0002362630947761083,8,sqrt,8,10,200,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.7253738624280996,0.7352270530847179,0.7441654873268452,0.7349221342798876,0.0076746779820368845,112
239,1.0321903228759766,0.0021574128837713066,0.02283930778503418,0.00102211801331275,8,sqrt,8,10,300,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 300}",0.7220604683506867,0.7371761363063062,0.7460424328120151,0.7350930124896693,0.009900781399555768,100
240,0.2962150573730469,0.006544554449145855,0.008672157923380533,0.00046845076091592784,8,sqrt,,2,50,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 50}",0.7574112918348851,0.7734035700941313,0.785735468442246,0.7721834434570874,0.011595438093752216,46
241,0.569108804066976,0.006973709085530206,0.01400144894917806,1.4740019632173705e-06,8,sqrt,,2,100,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 100}",0.7634406911418388,0.7689552288899655,0.7847979306904079,0.7723979502407374,0.009052519649542783,45
242,1.1409481366475422,0.007260656119315541,0.026179154713948567,0.00061468311977238,8,sqrt,,2,200,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 200}",0.7582647551775191,0.7661086814019568,0.7828322382147952,0.769068558264757,0.010245680682737063,70
243,1.6742582321166992,0.00207926610257432,0.03799605369567871,6.24456446347656e-06,8,sqrt,,2,300,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 300}",0.7630331687083219,0.7674815486635234,0.7832868339944512,0.7712671837887655,0.008691030409057363,52
244,0.28421513239542645,0.0023604496563996574,0.007999499638875326,3.339751782329988e-06,8,sqrt,,5,50,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 50}",0.7639945943087818,0.7637061420529351,0.7838698997106822,0.7705235453574663,0.009438032353804068,56
245,0.5628836949666342,0.005240990392252044,0.013840198516845703,0.00023233699903820127,8,sqrt,,5,100,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 100}",0.7635001498046767,0.7659599945670431,0.7838883390455902,0.7711161611391034,0.009086954217262912,54
246,1.1165372530619304,0.010008747077927732,0.026346127192179363,0.00024325662229895525,8,sqrt,,5,200,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 200}",0.7606704287283526,0.7674175817017075,0.782891248996789,0.7703264198089497,0.009301871413901859,62
247,1.6710855960845947,0.004717965573332003,0.037676334381103516,0.000625102809604892,8,sqrt,,5,300,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 300}",0.7630046619387442,0.7626710017364362,0.785266736315825,0.7703141333303352,0.010573964387869908,63
248,0.2832322915395101,0.00046189292412935777,0.008333762486775717,0.0004719885175601573,8,sqrt,,10,50,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 50}",0.7622594387111644,0.7643729569409103,0.7847979306904079,0.7704767754474943,0.010163278849058934,58
249,0.5595861275990804,0.0016797949281852236,0.014000495274861654,3.705515297849899e-06,8,sqrt,,10,100,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 100}",0.7659620636356568,0.7603311636302076,0.7819538504792681,0.7694156925817107,0.009158995989950748,68
250,1.1080959637959797,0.00884950510615418,0.02533896764119466,0.000470663973621894,8,sqrt,,10,200,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 200}",0.7678675223388499,0.7612803471405829,0.7823888685880555,0.7705122460224961,0.00881810039811037,57
251,1.6745606263478596,0.012152085824441751,0.03800161679585775,0.0008152695180943542,8,sqrt,,10,300,"{'max_depth': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 300}",0.7668987091544897,0.7603089711647892,0.7814285955771841,0.769545425298821,0.008822828858200935,67
