mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.4330654144287109,0.0013736998509104,0.00994873046875,0.0002301716226492,2.0,sqrt,8.0,2,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 200}",0.6943216606563961,0.7012417068046344,0.707674864396143,0.7145468782911489,0.7113934784150309,0.7058357177126707,0.0072640750173764,262
0.64464430809021,0.0027973187639524,0.0143040657043457,0.0005903955110173,2.0,sqrt,8.0,2,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 300}",0.6907297709969166,0.6966154082640953,0.7106003208109968,0.7117773358584157,0.7105278387302142,0.7040501349321278,0.0086865697682518,307
0.1101930141448974,0.0013413418665751,0.0039556503295898,0.0003610085407805,2.0,sqrt,8.0,5,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.6981168138651075,0.6833437319354992,0.6966683370968539,0.7264890521037899,0.7085301757106909,0.7026296221423882,0.0143661884263657,325
0.2181945323944091,0.0021388783148837,0.0061144351959228,0.0002923152727272,2.0,sqrt,8.0,5,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.6892420903109904,0.6981820656716897,0.7105488187421847,0.7189504702323827,0.707574422623497,0.7048995735161488,0.0102642893554442,298
0.4326953411102295,0.0011968143366545,0.0101393699645996,0.0004962981205004,2.0,sqrt,8.0,5,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 200}",0.6943216606563961,0.7012417068046344,0.707674864396143,0.7145468782911489,0.7113934784150309,0.7058357177126707,0.0072640750173764,262
0.6487560749053956,0.0076643664876099,0.0142779827117919,0.0004280764098352,2.0,sqrt,8.0,5,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 300}",0.6907297709969166,0.6966154082640953,0.7106003208109968,0.7117773358584157,0.7105278387302142,0.7040501349321278,0.0086865697682518,307
0.1102714538574218,0.0008929543850488,0.0038032531738281,0.0005083145611804,2.0,sqrt,8.0,10,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 50}",0.6981168138651075,0.6833437319354992,0.6966683370968539,0.7264890521037899,0.7085301757106909,0.7026296221423882,0.0143661884263657,325
0.2171871662139892,0.0011774377939942,0.0056944370269775,0.0005163631783411,2.0,sqrt,8.0,10,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.6892420903109904,0.6981820656716897,0.7105488187421847,0.7189504702323827,0.707574422623497,0.7048995735161488,0.0102642893554442,298
0.43123779296875,0.0016462171495499,0.0096229076385498,0.0003186922374029,2.0,sqrt,8.0,10,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.6943216606563961,0.7012417068046344,0.707674864396143,0.7145468782911489,0.7113934784150309,0.7058357177126707,0.0072640750173764,262
0.6455469131469727,0.0020859314654273,0.0144072532653808,0.0004217345426339,2.0,sqrt,8.0,10,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 300}",0.6907297709969166,0.6966154082640953,0.7106003208109968,0.7117773358584157,0.7105278387302142,0.7040501349321278,0.0086865697682518,307
0.1106885433197021,0.0014308560639832,0.0038727760314941,0.0002560930570122,2.0,sqrt,,2,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 50}",0.6981168138651075,0.6833437319354992,0.6966683370968539,0.7264890521037899,0.7085301757106909,0.7026296221423882,0.0143661884263657,325
0.2204465866088867,0.0018680471752448,0.0063139915466308,0.0003958735687565,2.0,sqrt,,2,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 100}",0.6892420903109904,0.6981820656716897,0.7105488187421847,0.7189504702323827,0.707574422623497,0.7048995735161488,0.0102642893554442,298
0.4326794147491455,0.0010894038509545,0.0098610877990722,0.0006479693736213,2.0,sqrt,,2,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 200}",0.6943216606563961,0.7012417068046344,0.707674864396143,0.7145468782911489,0.7113934784150309,0.7058357177126707,0.0072640750173764,262
0.6465610980987548,0.0034580776434641,0.0142311096191406,0.0001486352439912,2.0,sqrt,,2,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 300}",0.6907297709969166,0.6966154082640953,0.7106003208109968,0.7117773358584157,0.7105278387302142,0.7040501349321278,0.0086865697682518,307
0.1108741760253906,0.0015569614937482,0.0043507575988769,0.0007169177391521,2.0,sqrt,,5,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 50}",0.6981168138651075,0.6833437319354992,0.6966683370968539,0.7264890521037899,0.7085301757106909,0.7026296221423882,0.0143661884263657,325
0.2188876152038574,0.00201189520108,0.0058491230010986,0.0004580836618116,2.0,sqrt,,5,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 100}",0.6892420903109904,0.6981820656716897,0.7105488187421847,0.7189504702323827,0.707574422623497,0.7048995735161488,0.0102642893554442,298
0.4324036598205566,0.00174770372918,0.010047435760498,0.0003236850921295,2.0,sqrt,,5,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 200}",0.6943216606563961,0.7012417068046344,0.707674864396143,0.7145468782911489,0.7113934784150309,0.7058357177126707,0.0072640750173764,262
0.6486109733581543,0.0054881259721854,0.0147103786468505,0.0010889345653089,2.0,sqrt,,5,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 300}",0.6907297709969166,0.6966154082640953,0.7106003208109968,0.7117773358584157,0.7105278387302142,0.7040501349321278,0.0086865697682518,307
0.1099039077758789,0.0007399252840834,0.0038611412048339,0.0003594889345406,2.0,sqrt,,10,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 50}",0.6981168138651075,0.6833437319354992,0.6966683370968539,0.7264890521037899,0.7085301757106909,0.7026296221423882,0.0143661884263657,325
0.2167621135711669,0.0019048177760526,0.0059809684753417,0.0003594022284819,2.0,sqrt,,10,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 100}",0.6892420903109904,0.6981820656716897,0.7105488187421847,0.7189504702323827,0.707574422623497,0.7048995735161488,0.0102642893554442,298
0.4352879047393799,0.0048720333429514,0.0100714683532714,4.583528819523064e-05,2.0,sqrt,,10,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 200}",0.6943216606563961,0.7012417068046344,0.707674864396143,0.7145468782911489,0.7113934784150309,0.7058357177126707,0.0072640750173764,262
0.6531940937042237,0.0043745243099278,0.0150987148284912,0.0013673713506716,2.0,sqrt,,10,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 300}",0.6907297709969166,0.6966154082640953,0.7106003208109968,0.7117773358584157,0.7105278387302142,0.7040501349321278,0.0086865697682518,307
0.1004268646240234,0.001074832263464,0.0035523414611816,0.0004176124368879,2.0,log2,4.0,2,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.1982181072235107,0.0016909341372888,0.0058671951293945,0.0004436787038337,2.0,log2,4.0,2,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.3981878280639648,0.0029598942934854,0.0101286888122558,9.55018526692875e-05,2.0,log2,4.0,2,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.5915786743164062,0.0023738625690924,0.0148219108581542,0.001220186491135,2.0,log2,4.0,2,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1012832164764404,0.0030784395052016,0.0039324760437011,0.0001415593724404,2.0,log2,4.0,5,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.2009902954101562,0.0014145304383774,0.0060495853424072,6.45128074493354e-05,2.0,log2,4.0,5,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.401031494140625,0.0047641797046243,0.0100022315979003,0.0001291184513745,2.0,log2,4.0,5,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.5953188419342041,0.0023846600509062,0.0147255897521972,0.000389874920241,2.0,log2,4.0,5,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1033079147338867,0.0040912723246599,0.0034732341766357,0.0004011628886514,2.0,log2,4.0,10,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.2004262924194336,0.0008292207970155,0.0062267780303955,0.0004801984334273,2.0,log2,4.0,10,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.4090543746948242,0.0161924690256022,0.0101740360260009,0.0005775903519701,2.0,log2,4.0,10,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.6148865699768067,0.0060650905085762,0.014910078048706,0.001071854984134,2.0,log2,4.0,10,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1026258468627929,0.0006931909710339,0.0037648677825927,0.0003091024928684,2.0,log2,8.0,2,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.2056924819946289,0.0035928648704155,0.0065378665924072,0.0008332191621842,2.0,log2,8.0,2,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.4049177646636963,0.0097802370182279,0.0099181175231933,0.000543063611544,2.0,log2,8.0,2,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.5930345058441162,0.0011154490109617,0.0139294624328613,0.0002721724763449,2.0,log2,8.0,2,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1008331298828125,0.0007802331168486,0.0041050434112548,0.000199724733646,2.0,log2,8.0,5,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.1990406036376953,0.0020094400754483,0.0061663627624511,0.0004914959911539,2.0,log2,8.0,5,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.3989014625549316,0.0011636389174054,0.0099883556365966,0.0005478818982927,2.0,log2,8.0,5,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.5927865028381347,0.0005548286164235,0.0140505790710449,0.0002240780335684,2.0,log2,8.0,5,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1004873275756836,0.0007380815197445,0.0045506477355957,0.0017954229367829,2.0,log2,8.0,10,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.1988302707672119,0.0018384964884828,0.0059645175933837,0.0003966095177374,2.0,log2,8.0,10,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.3969953060150146,0.0020832784880193,0.0100167274475097,0.000166736556702,2.0,log2,8.0,10,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.5917921543121338,0.00145785231631,0.0148630142211914,0.0012182257424408,2.0,log2,8.0,10,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1001872062683105,0.0007977614142368,0.0041206836700439,0.000474166030952,2.0,log2,,2,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.2012717247009277,0.0028623387823561,0.0059724807739257,0.0001508259825829,2.0,log2,,2,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.3985843658447265,0.0017251809041946,0.0100706577301025,8.859765284857748e-05,2.0,log2,,2,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.5902504920959473,0.0011168226717701,0.0140984535217285,0.0002598342249074,2.0,log2,,2,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1005382061004638,0.0007865747614148,0.00400390625,0.000315166370113,2.0,log2,,5,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.198656940460205,0.0019795026045696,0.006058931350708,0.0006760280170935,2.0,log2,,5,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.3954834461212158,0.000845664124884,0.0101780891418457,0.0012554659565075,2.0,log2,,5,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.601658296585083,0.0169738629795968,0.0147903442382812,0.0011528055353018,2.0,log2,,5,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 5, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.1018086910247802,0.0018922734772301,0.0041080951690673,0.0002022814153662,2.0,log2,,10,50,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 50}",0.7026752292058629,0.6939530677649791,0.7080175099207809,0.7071862034682651,0.704185066484202,0.703203415368818,0.0050169643755413,316
0.1994773387908935,0.0013566575399219,0.0062793731689453,0.0007221862023524,2.0,log2,,10,100,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 100}",0.6920822462843309,0.6964439223281943,0.7087392296265015,0.7192153400943277,0.7087841424220424,0.7050529761510794,0.0096998789671742,280
0.3989347457885742,0.0043296958396897,0.0102156639099121,0.0005077230892808,2.0,log2,,10,200,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 200}",0.6883499098756561,0.6946412596239965,0.7011864650035977,0.7135547604550649,0.7105278387302142,0.7016520467377059,0.0094527141576721,343
0.5930417537689209,0.0030407494001876,0.0141768455505371,0.0002663603573329,2.0,log2,,10,300,"{'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_samples_split': 10, 'n_estimators': 300}",0.6875369646790084,0.6890554290073622,0.6995344707844627,0.7146227443325632,0.7031237133767523,0.6987746644360298,0.0099136532310713,352
0.431801700592041,0.0058834460208905,0.0035495281219482,0.0004284400149154,2.0,,4.0,2,50,"{'max_depth': 2, 'max_features': None, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.6687071422889073,0.7179785510691039,0.6882776293377398,0.696471250461666,0.7077564788348112,0.6958382103984456,0.0168872602277316,379
0.859740161895752,0.0176215849801422,0.0052052021026611,0.00042071995054,2.0,,4.0,2,100,"{'max_depth': 2, 'max_features': None, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.6683667366155239,0.7113574517761521,0.6891548105417167,0.696471250461666,0.7075238131173534,0.6945748125024824,0.0152916299837418,424
1.7628973484039308,0.0722479742974667,0.0090343952178955,0.0002724567575052,2.0,,4.0,2,200,"{'max_depth': 2, 'max_features': None, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.6673709336346391,0.7163884860630233,0.6891548105417167,0.696471250461666,0.7066677487184269,0.6952106458838944,0.016691782192014,415
2.647990703582764,0.0957578929449275,0.0138260841369628,0.0036111629298942,2.0,,4.0,2,300,"{'max_depth': 2, 'max_features': None, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.6673709336346391,0.7166646082870063,0.6892777283422105,0.696471250461666,0.7078716702112666,0.6955312381873575,0.0169227560123433,388
0.4326913833618164,0.0019729106931864,0.004322862625122,0.0003895068078086,2.0,,4.0,5,50,"{'max_depth': 2, 'max_features': None, 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.6687071422889073,0.7179785510691039,0.6882776293377398,0.696471250461666,0.7077564788348112,0.6958382103984456,0.0168872602277316,379
