mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08233208656311035,0.005286468743389524,0.0037729740142822266,0.00046455087733632364,2,sqrt,4,2,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.6940402671007201,0.6813438686519198,0.686394696896334,0.7071999574428962,0.7053272109877013,0.6948612002159142,0.010167164537201215,199
0.23673677444458008,0.012411802848972914,0.010105371475219727,0.004769605622349039,2,sqrt,4,2,150,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 150}",0.697664289012642,0.6925756025316219,0.680054666195845,0.7033759999392215,0.7062370309341974,0.6959815177227056,0.009251491723427147,175
0.4606326580047607,0.01111513927474191,0.012178611755371094,0.00018468398681697733,2,sqrt,4,2,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.6955876804238108,0.6860533481498846,0.6831340991156798,0.708070034173913,0.7066650257788506,0.6959020375284278,0.010237361111333889,187
0.07920126914978028,0.003132671353394304,0.0039103984832763675,0.0006633847351477885,2,sqrt,4,6,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 4, 'min_samples_split': 6, 'n_estimators': 50}",0.6940402671007201,0.6813438686519198,0.686394696896334,0.7071999574428962,0.7053272109877013,0.6948612002159142,0.010167164537201215,199
0.2393883228302002,0.011396250955743465,0.008023500442504883,0.0009154460915630631,2,sqrt,4,6,150,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 4, 'min_samples_split': 6, 'n_estimators': 150}",0.697664289012642,0.6925756025316219,0.680054666195845,0.7033759999392215,0.7062370309341974,0.6959815177227056,0.009251491723427147,175
0.47333521842956544,0.007773070044685681,0.012275075912475586,0.00037690469830770594,2,sqrt,4,6,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 4, 'min_samples_split': 6, 'n_estimators': 300}",0.6955876804238108,0.6860533481498846,0.6831340991156798,0.708070034173913,0.7066650257788506,0.6959020375284278,0.010237361111333889,187
0.07808585166931152,0.0010340538980719183,0.003404045104980469,0.0004926269876249753,2,sqrt,8,2,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.6940402671007201,0.6813438686519198,0.686394696896334,0.7071999574428962,0.7053272109877013,0.6948612002159142,0.010167164537201215,199
0.24208030700683594,0.01002791447075211,0.009241485595703125,0.0023890621556830146,2,sqrt,8,2,150,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 150}",0.697664289012642,0.6925756025316219,0.680054666195845,0.7033759999392215,0.7062370309341974,0.6959815177227056,0.009251491723427147,175
0.4675879955291748,0.007820544694712253,0.013018035888671875,6.785002366802904e-05,2,sqrt,8,2,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 300}",0.6955876804238108,0.6860533481498846,0.6831340991156798,0.708070034173913,0.7066650257788506,0.6959020375284278,0.010237361111333889,187
0.07820329666137696,0.0017049716948135272,0.0038210391998291016,0.0002707385729624743,2,sqrt,8,6,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 6, 'n_estimators': 50}",0.6940402671007201,0.6813438686519198,0.686394696896334,0.7071999574428962,0.7053272109877013,0.6948612002159142,0.010167164537201215,199
0.2267686367034912,0.0024660393489190522,0.0073605537414550785,0.00029026322175975723,2,sqrt,8,6,150,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 6, 'n_estimators': 150}",0.697664289012642,0.6925756025316219,0.680054666195845,0.7033759999392215,0.7062370309341974,0.6959815177227056,0.009251491723427147,175
0.46040844917297363,0.007299459611247762,0.012635755538940429,0.0005104416365065014,2,sqrt,8,6,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 6, 'n_estimators': 300}",0.6955876804238108,0.6860533481498846,0.6831340991156798,0.708070034173913,0.7066650257788506,0.6959020375284278,0.010237361111333889,187
0.08148355484008789,0.003969598661830224,0.003854036331176758,0.00043876862343005825,2,sqrt,,2,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 50}",0.6940402671007201,0.6813438686519198,0.686394696896334,0.7071999574428962,0.7053272109877013,0.6948612002159142,0.010167164537201215,199
0.24545984268188475,0.018720815380213796,0.00689401626586914,0.00020091501832110467,2,sqrt,,2,150,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 150}",0.697664289012642,0.6925756025316219,0.680054666195845,0.7033759999392215,0.7062370309341974,0.6959815177227056,0.009251491723427147,175
0.45708403587341306,0.0025345500660124815,0.012766218185424805,0.0004656765564894664,2,sqrt,,2,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 300}",0.6955876804238108,0.6860533481498846,0.6831340991156798,0.708070034173913,0.7066650257788506,0.6959020375284278,0.010237361111333889,187
